Address,Content Type,Status Code,Status,Indexability,Indexability Status,Inlinks,Response Time,Redirect URL,Redirect Type,Correct URL
https://calcdomain.com/cooking-helpers,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,1,0.074,,,
https://calcdomain.com/least-common-multiple,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,1,0.037,,,
https://calcdomain.com/orthonormal-basis,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,1,0.037,,,
https://calcdomain.com/sphere-volume,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,1,0.031,,,
https://calcdomain.com/logarithm,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,1,0.097,,,
https://calcdomain.com/gcd-lcm,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,1,0.027,,,
https://calcdomain.com/graph-degree-sequence,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,1,0.102,,,
https://calcdomain.com/t-score,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,1,0.112,,,
https://calcdomain.com/newton-raphson-method,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,1,0.028,,,
https://calcdomain.com/arrangements-calculator,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,1,0.027,,,
https://calcdomain.com/financial-ratios,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,1,0.103,,,https://calcdomain.com/business-finance-and-ratios
https://calcdomain.com/learning-rate,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,1,0.03,,,
https://calcdomain.com/coordinate-calculator,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,1,0.098,,,
https://calcdomain.com/polynomial-long-division,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,1,0.1,,,
https://calcdomain.com/conversions-time,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,1,0.031,,,
https://calcdomain.com/qpcr-data-analysis-calculator%20(delta-delta%20ct),text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,1,0.084,,,
https://calcdomain.com/two-sample-t-test,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,1,0.085,,,
https://calcdomain.com/angle-between-vectors,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,1,0.036,,,
https://calcdomain.com/529-plan-vs-utma,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,1,0.03,,,
https://calcdomain.com/529-plan-vs-roth-ira,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,1,0.04,,,
https://calcdomain.com/algorithm-complexity-big-o,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,1,0.083,,,
https://calcdomain.com/growth-rate,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,1,0.032,,,
https://calcdomain.com/cone-volume,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,1,0.035,,,https://calcdomain.com/cone-volume-calculator
https://calcdomain.com/529-plan-vs-brokerage,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,1,0.029,,,
https://calcdomain.com/529-plan-vs-coverdell-esa,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,1,0.097,,,
https://calcdomain.com/mcnemar-test,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,1,0.037,,,
https://calcdomain.com/mph-to-knots,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,1,0.038,,,
https://calcdomain.com/factor-polynomial,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,1,0.096,,,
https://calcdomain.com/secant-method,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,1,0.029,,,
https://calcdomain.com/histogram-designer,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,1,0.088,,,
https://calcdomain.com/kwh-to-kwh-calculator,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,1,0.029,,,
https://calcdomain.com/eigenvalues,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,1,0.089,,,
https://calcdomain.com/frequency-unit-converter,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,1,0.087,,,
https://calcdomain.com/wilcoxon-signed-rank,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,1,0.08,,,
https://calcdomain.com/subcategories/statistics-probability,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,1,0.033,,,https://calcdomain.com/categories/math-conversions
https://calcdomain.com/altman-z,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,1,0.108,,,
https://calcdomain.com/sum-of-n-numbers,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,1,0.034,,,
https://calcdomain.com/triangle-solver,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,1,0.024,,,
https://calcdomain.com/cylinder-volume,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,1,0.086,,,
https://calcdomain.com/cost-estimation,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,1,0.036,,,
https://calcdomain.com/lighting-calculator,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,1,0.029,,,
https://calcdomain.com/sigma-notation-calculator,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,1,0.077,,,
https://calcdomain.com/goals-against-average,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,1,0.032,,,
https://calcdomain.com/mean-variance-standard-deviation,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,1,0.101,,,
https://calcdomain.com/relative-strength-index,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,1,0.029,,,
https://calcdomain.com/modulo-calculator,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,1,0.098,,,
https://calcdomain.com/linear-equation-solver,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,1,0.032,,,
https://calcdomain.com/concrete-water-cement-ratio,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,1,0.031,,,
https://calcdomain.com/repeated-measures,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,1,0.039,,,
https://calcdomain.com/return-on-ad-spend-roas,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,1,0.107,,,
https://calcdomain.com/rock-quality-designation,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,1,0.108,,,
https://calcdomain.com/randomizer,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,1,0.029,,,
https://calcdomain.com/inventory-management-eoq,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,1,0.098,,,
https://calcdomain.com/exponent-radical-calculator,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,1,0.043,,,
https://calcdomain.com/production-scheduling,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,1,0.03,,,
https://calcdomain.com/vector-magnitude,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,1,0.06,,,
https://calcdomain.com/kmh-to-knots,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,1,0.029,,,
https://calcdomain.com/percentile-calculator,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,1,0.025,,,
https://calcdomain.com/box-and-whisker-plot-generator,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,1,0.08,,,
https://calcdomain.com/arithmetic-sequence-calculator,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,1,0.03,,,
https://calcdomain.com/markov-chain,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,1,0.042,,,
https://calcdomain.com/geometric-sequence-calculator,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,1,0.053,,,
https://calcdomain.com/exponential-decay,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,1,0.029,,,
https://calcdomain.com/z-score-calculator,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,1,0.026,,,
https://calcdomain.com/interaction-plot,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,1,0.079,,,
https://calcdomain.com/rational-approximation,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,1,0.03,,,
https://calcdomain.com/boxplot-summary,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,1,0.026,,,
https://calcdomain.com/time-series-cross-correlation,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,1,0.11,,,
https://calcdomain.com/definite-integral,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,1,0.043,,,
https://calcdomain.com/kruskal-wallis,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,1,0.042,,,
https://calcdomain.com/assembly-line-balancing,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,1,0.076,,,
https://calcdomain.com/numerical-integration,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,1,0.076,,,
https://calcdomain.com/topological-sort-calculator,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,1,0.036,,,
https://calcdomain.com/httpska-to-psi,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,1,0.084,,,
https://calcdomain.com/linear-programming-solver,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,1,0.031,,,
https://calcdomain.com/minimum-spanning-tree-calculator,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,1,0.028,,,
https://calcdomain.com/wins-above-replacement,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,1,0.025,,,
https://calcdomain.com/math-conversions/algorithms-graph-theory,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,1,0.028,,,
https://calcdomain.com/bfs-dfs-graph-traversal,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,1,0.036,,,
https://calcdomain.com/overall-equipment-effectiveness-oee,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,1,0.027,,,
https://calcdomain.com/expected-value,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,1,0.027,,,
https://calcdomain.com/shortest-path-dijkstra,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,1,0.029,,,
https://calcdomain.com/logic,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,1,0.027,,,
https://calcdomain.com/aircraft-weight-and-balance,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,1,0.027,,,
https://calcdomain.com/network-flow-max-flow,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,1,0.04,,,
https://calcdomain.com/mann-whitney-u,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,1,0.025,,,
https://calcdomain.com/bellman-ford-algorithm-calculator,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,1,0.024,,,
https://calcdomain.com/nec-transformer-ocpd,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,1,0.068,,,
https://calcdomain.com/logic-identity,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,1,0.037,,,
https://calcdomain.com/adjacency-matrix-converter,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,1,0.082,,,
https://calcdomain.com/nato-phonetic-alphabet,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,1,0.028,,,
https://calcdomain.com/shortest-path-matrix-calculator,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,1,0.027,,,
https://calcdomain.com/permutation-combination-calculator,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,1,0.034,,,
https://calcdomain.com/paired-t-test,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,1,0.027,,,
https://calcdomain.com/assignment-problem,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,1,0.077,,,
https://calcdomain.com/pounds-to-kilograms,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,1,0.04,,,
https://calcdomain.com/grams-to-carat,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,1,0.025,,,
https://calcdomain.com/trip-cost,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,1,0.027,,,
https://calcdomain.com/velocity-calculator,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,1,0.033,,,
https://calcdomain.com/dog-chocolate-toxicity,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,1,0.077,,,
https://calcdomain.com/beam-load,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,2,0.031,,,
https://calcdomain.com/ratio-calculator,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,2,0.034,,,
https://calcdomain.com/gcf-calculator,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,2,0.024,,,
https://calcdomain.com/irregular-polygon-calculator,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,2,0.029,,,
https://calcdomain.com/integral-calculator,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,2,0.029,,,
https://calcdomain.com/gaussian-elimination,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,2,0.101,,,
https://calcdomain.com/bytes-to-bits,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,2,0.099,,,
https://calcdomain.com/hex-to-rgb,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,2,0.025,,,
https://calcdomain.com/slope-calculator,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,2,0.031,,,
https://calcdomain.com/length-unit-converter,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,2,0.027,,,
https://calcdomain.com/queueing-theory,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,2,0.076,,,
https://calcdomain.com/ppf,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,2,0.034,,,
https://calcdomain.com/quadratic-function-calculator,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,2,0.027,,,
https://calcdomain.com/eurocode-6-masonry-wall-design,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,2,0.027,,,
https://calcdomain.com/concrete-mix-design,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,2,0.074,,,
https://calcdomain.com/cubic-feet-to-liters,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,2,0.061,,,
https://calcdomain.com/limit-calculator,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,2,0.034,,,
https://calcdomain.com/cooking-kitchen-conversions,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,2,0.033,,,
https://calcdomain.com/kw-to-btu,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,2,0.531,,,
https://calcdomain.com/polynomial-calculator,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,2,0.031,,,https://calcdomain.com/standard-deviation
https://calcdomain.com/standard-deviation-calculator,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,2,0.033,,,
https://calcdomain.com/traffic-flow,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,2,0.054,,,
https://calcdomain.com/shortest-path,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,2,0.111,,,
https://calcdomain.com/quartile-calculator,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,2,0.024,,,
https://calcdomain.com/shapiro-wilk,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,2,0.079,,,
https://calcdomain.com/minimum-spanning-tree,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,2,0.09,,,
https://calcdomain.com/quadratic-equation-solver,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,2,0.026,,,
https://calcdomain.com/sign-test,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,2,0.094,,,
https://calcdomain.com/factorial-calculator,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,2,0.034,,,
https://calcdomain.com/soil-erosion,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,2,0.076,,,
https://calcdomain.com/bs-7671-maximum-demand,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,2,0.073,,,
https://calcdomain.com/mean-arterial-pressure,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,2,0.051,,,
https://calcdomain.com/flow-rate,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,3,0.027,,,
https://calcdomain.com/triangle-area,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,3,0.073,,,https://calcdomain.com/triangle-calculator
https://calcdomain.com/oven-temperature-converter,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,3,0.033,,,
https://calcdomain.com/quadratic-equation,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,3,0.03,,,
https://calcdomain.com/determinant,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,3,0.026,,,
https://calcdomain.com/qpcr-data-analysis-calculator,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,3,0.073,,,
https://calcdomain.com/chi-square,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,3,0.081,,,
https://calcdomain.com/digital-web-tools,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,3,0.035,,,
https://calcdomain.com/power-calculator,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,3,0.023,,,
https://calcdomain.com/kg-to-lb,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,3,0.029,,,
https://calcdomain.com/correlation,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,3,0.024,,,
https://calcdomain.com/overall-equipment-effectiveness,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,3,0.085,,,
https://calcdomain.com/geometry-2d-calculator,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,4,0.031,,,
https://calcdomain.com/asce-7-22-load-combinations,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,4,0.03,,,
https://calcdomain.com/anova,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,4,0.076,,,https://calcdomain.com/one-way-anova
https://calcdomain.com/cups-to-grams,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,4,0.027,,,
https://calcdomain.com/aci-318,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,4,0.035,,,
https://calcdomain.com/mean,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,4,0.073,,,https://calcdomain.com/mean-calculator
https://calcdomain.com/math-conversions/core-math-algebra,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,4,0.028,,,
https://calcdomain.com/algorithm-complexity,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,4,0.025,,,
https://calcdomain.com/inventory-management,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,4,0.075,,,
https://calcdomain.com/solution-dilution,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,5,0.027,,,
https://calcdomain.com/customer-lifetime-value,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,7,0.025,,,
https://calcdomain.com/categories/sitemap.xml,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,8,0.026,,,https://calcdomain.com/sitemap.xml
https://calcdomain.com/exponent-calculator,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,8,0.036,,,https://calcdomain.com/exponent
https://calcdomain.com/velocity,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,8,0.027,,,
https://calcdomain.com/soil-compaction,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,8,0.078,,,
https://calcdomain.com/budget-calculator,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,9,0.07,,,
https://calcdomain.com/temperature,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,10,0.028,,,
https://calcdomain.com/subcategories/core-math-algebra-calculator,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,20,0.025,,,https://calcdomain.com/subcategories/math-conversions-core-math-algebra
https://calcdomain.com/pythagorean-theorem-calculator,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,20,0.037,,,https://calcdomain.com/pythagorean-theorem
https://calcdomain.com/area-calculator,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,21,0.05,,,https://calcdomain.com/area
https://calcdomain.com/football-field-goal-distance,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,22,0.096,,,https://calcdomain.com/field-goal-distance
https://calcdomain.com/soil-bearing-capacity,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,25,0.071,,,https://calcdomain.com/bearing-capacity
https://calcdomain.com/volume-calculator,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,40,0.039,,,https://calcdomain.com/volume
https://calcdomain.com/subcategories/sitemap.xml,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,58,0.042,,,https://calcdomain.com/sitemap.xml
https://calcdomain.com/sitemap,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,1338,0.024,,,https://calcdomain.com/sitemap.xml
https://calcdomain.com/categories,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,2542,0.143,,,https://calcdomain.com/#categories